hip,ra,dec,mag,spect,ci,con,var_min,var_max
9604,2.058471,69.58232,7.75,A0p...,0.081,Cas,7.771,7.721
9605,2.058902,34.36857,9.13,K5,1.4,Tri,,
9606,2.059069,-37.199898,8.29,F2IV/V,0.408,For,,
9607,2.059174,12.584715,11.54,K7V:,1.34,Ari,11.603,11.413
9608,2.059127,27.481972,7.39,K2III,1.074,Ari,,
9609,2.059115,25.20052,8.26,K0,1.614,Ari,,
9611,2.059183,4.85687,9.47,M0,1.556,Psc,,
9610,2.059212,-78.010281,9.69,G8/K0IV/V,0.764,Hyi,,
9612,2.059301,1.610195,8.1,G5,1.02,Cet,,
9613,2.059335,17.203108,9.44,K0,1.229,Ari,,
9614,2.059545,86.931799,8.11,F5,0.342,Cep,,
9615,2.059549,82.551843,7.92,M1,1.744,Cep,,
9616,2.059774,-9.460813,7.28,G5,1.025,Cet,,
9617,2.060209,-15.977914,10.15,F8,0.68,Cet,,
9618,2.060283,21.280867,9.2,G5,0.689,Ari,,
9619,2.060483,22.872849,8.68,K7,1.457,Ari,8.727,8.627
9620,2.060623,-18.622385,9,B9V,0.003,Cet,,
9621,2.060927,25.935471,5.64,F8IV,0.537,Ari,,
9622,2.061247,-4.103516,5.61,K5Iab:,1.589,Cet,,
9623,2.061386,27.084761,8.41,F5,0.512,Ari,,
9624,2.061677,-78.696902,8.07,F2IV/V,0.365,Hyi,,
9625,2.061772,-0.024025,8.6,A2,0.309,Cet,,
9627,2.061836,18.253238,6.24,K4III,1.424,Ari,,
9628,2.062081,-59.388756,8.69,F3V,0.433,Hyi,,
9629,2.062759,-40.469094,8.69,G8V,0.722,Phe,,
9630,2.063089,35.591292,8.39,G5,1.107,Tri,8.534,8.174
9631,2.063381,-0.340251,5.96,G5V...,0.851,Cet,,
9632,2.063379,40.055595,9.73,F5,0.515,And,,
9633,2.063461,81.000016,9.03,A,0.028,Cep,,
9634,2.0635,-4.578765,8.34,F2,0.431,Cet,,
9635,2.063646,64.237485,7.53,G5Ia,1.677,Cas,7.6,7.47
9636,2.064066,33.698139,7.74,F2,0.391,Tri,,
9637,2.064259,-14.462508,9.39,G1V,0.605,Cet,,
9638,2.064879,-55.661398,8.4,B9V,-0.057,Eri,,
9639,2.064968,-17.513648,7.03,M0/M1III,1.605,Cet,,
9640,2.064984,42.329725,2.1,B8V,1.37,And,,
9641,2.065162,-2.712456,7.92,G0,0.734,Cet,,
9642,2.065325,-45.412904,7.3,G3V,0.694,Phe,,
9643,2.065699,14.184117,8.91,G5,0.679,Ari,,
9644,2.066172,29.904926,8.25,F0,0.311,Tri,8.28,8.22
9645,2.066248,-2.054461,8.95,F5,0.425,Cet,,
9646,2.066627,-44.000145,8.89,G3IV,0.734,Phe,,
9648,2.0667,-32.518605,7.86,K0III,1.02,For,,
9647,2.066706,8.094867,7.19,F5,0.526,Psc,,
9649,2.067054,-57.703367,10.01,G5,0.744,Eri,,
9650,2.06707,-31.564383,9.91,G8V:,0.737,For,9.989,9.839
9651,2.067851,-71.252974,9.31,G3IV/V,0.635,Hyi,,
9652,2.068461,-46.374737,8.89,G8/K0III+..,0.667,Phe,,
9653,2.068603,-12.305959,8.71,F3/F5V,0.4,Cet,,
9654,2.069034,19.895888,9.38,A,0.298,Ari,,
9655,2.07013,-11.85977,6.43,K4III,1.498,Cet,,
9656,2.070321,51.967787,6.66,B8,-0.037,Per,,
9657,2.070491,-6.546104,9.51,K0,0.865,Cet,,
9658,2.070736,-5.710941,7.91,K0,1.241,Cet,,
9659,2.071295,60.244324,7.36,F6IV,0.555,Cas,,
9660,2.071315,-32.491124,9.47,G5V,0.678,For,,
9662,2.071635,-33.156693,9.72,G3V,0.724,For,9.79,9.67
9661,2.071631,-51.153708,9.14,K0/K1IV,1.038,Eri,,
9663,2.071638,-54.354871,8.26,A4IV,0.231,Eri,,
9664,2.071818,-19.367782,8.42,G3IV,0.74,Cet,,
9665,2.071966,71.211475,7.68,F0,0.367,Cas,,
9666,2.072052,28.584111,8.6,K0,1.369,Tri,,
9667,2.072164,39.403625,8.81,F2,0.557,And,,
9668,2.072425,51.69332,8.3,K0,1.19,Per,,
9669,2.072544,25.920142,7.14,G8III,1.01,Ari,,
9670,2.072667,-6.443033,10.26,F8,0.528,Cet,,
9671,2.072934,45.825038,9.39,A0,0.074,And,,
9672,2.073491,-43.507695,7.81,G0V,0.607,Phe,,
9673,2.073735,-42.06772,9.27,G2V,0.652,Phe,,
9674,2.074054,21.033332,8.94,F8,0.495,Ari,,
9675,2.074195,50.254597,8.93,,1.531,Per,,
9676,2.07448,14.927741,10.42,F5,0.364,Ari,,
9677,2.074844,-29.296819,4.68,B9.5p (Si),-0.156,For,4.69,4.66
9678,2.075088,-16.217033,7.5,F5V,0.461,Cet,,
9679,2.075162,-58.344401,7.7,A5V,0.151,Hyi,,
9680,2.075171,31.667007,10.25,K0,1.153,Tri,10.321,10.171
9681,2.075326,-13.813234,8.41,F7V,0.548,Cet,,
9682,2.075387,-53.653012,9.14,K0III,1.019,Eri,,
9683,2.076193,25.414305,7.43,K0,0.71,Ari,,
9684,2.076395,-71.944014,10.52,K5,1.25,Hyi,10.577,10.457
9685,2.076413,-54.881689,6.45,F2V,0.386,Eri,,
9686,2.076497,-65.136798,7.27,F3V,0.418,Hyi,,
9687,2.076907,-61.520082,9.29,F5IV,0.511,Hyi,,
9688,2.077083,26.251095,8.66,K0,1.172,Ari,,
9689,2.077122,61.744528,9.33,B8V,0.432,Cas,9.399,9.279
9691,2.077741,54.756359,8.17,A0,-0.004,Per,,
9690,2.077749,65.103503,6.52,A0V,0.003,Cas,,
9692,2.077916,-16.287573,8.66,G0/G1V,0.566,Cet,,
9693,2.078138,-35.273314,7.7,K2IIICN...,1.198,For,,
9694,2.078248,-33.08377,8.78,K2III:,0.9,For,,
9695,2.078266,57.088029,8.74,A3V,0.18,Per,,
9696,2.078635,40.705347,9.12,K5,1.363,And,,
9697,2.078858,-82.299416,7.99,B9V,-0.005,Oct,,
9698,2.078962,30.707517,8.17,F5,0.469,Tri,,
9699,2.079246,-48.862796,8.78,G6III,0.953,Eri,,
9700,2.07939,39.435102,8.25,F3III,0.38,And,,
9701,2.079632,-17.287514,7.37,M2/M3III,1.612,Cet,7.469,7.219
9702,2.080081,49.560053,9.4,B9,0.066,Per,,
9703,2.080122,56.262009,9.6,B2,0.139,Per,9.656,9.536
9704,2.0802,60.506259,8.22,F8V,0.614,Cas,,
9705,2.080582,-7.882201,9.82,G0,0.6,Cet,,
9706,2.080836,7.735664,6.44,K0,1.114,Psc,,
9707,2.080975,31.066669,8.73,K0,1.104,Tri,,
9708,2.081213,-56.170216,9.51,G0V,0.565,Eri,,
9709,2.08152,11.405182,8.8,G5,0.734,Ari,,
9710,2.082014,-28.358601,7.94,K0III,0.997,For,,
9711,2.082198,-79.538348,12.85,,,,13.055,12.295
9712,2.082585,-22.589001,10.41,G5,1.027,Cet,10.462,10.342
9713,2.082825,-37.79908,10.05,F8V,0.563,For,10.12,9.99
9714,2.082966,22.802264,9.51,K1,0.89,Ari,,
9715,2.083031,50.956073,8.6,K0,1.015,Per,,
9716,2.083146,-15.678104,7.79,K0V,0.832,Cet,7.821,7.771
9717,2.083296,82.84337,9.8,M2,1.685,Cep,9.879,9.699
9718,2.083474,10.116041,7.04,K0,0.988,Psc,,
9720,2.083738,64.385596,7.1,B1III,0.307,Cas,,
9721,2.083761,-68.300832,8.15,K2III,1.248,Hyi,,
9719,2.083789,-10.851132,8.46,G5,1,Cet,,
9722,2.084336,-2.038388,7.92,K0,1.386,Cet,,
9723,2.084398,55.622257,6.53,F0,0.303,Per,,
9724,2.084669,-17.614632,10.19,M3,1.514,Cet,,
9725,2.0852,19.187536,8.9,F8,0.569,Ari,,
9726,2.085257,60.345374,7.51,F7IV,0.571,Cas,,
9728,2.085287,-42.981611,9.78,F6V,0.504,Phe,9.847,9.727
9727,2.085315,77.281341,5.27,F0Vn,0.345,Cas,,
9729,2.085348,-49.681752,7.71,F0III/IV+..,0.5,Eri,,
9730,2.085607,-9.360951,9.77,F5,0.493,Cet,,
9731,2.086482,-26.403415,10.19,G0,0.55,For,,
9732,2.086498,-3.504788,9.31,G5,0.971,Cet,,
9733,2.087094,-0.968913,8.29,A5,0.304,Cet,,
9734,2.087262,-35.819151,9.52,K2III,1.5,For,9.579,9.469
9735,2.087385,-42.714076,8.79,F0p,0.407,Phe,,
9737,2.087858,-28.558204,7.34,K4III,1.483,For,,
9736,2.087858,44.140616,8.91,A2,0.19,And,,
9738,2.087908,-28.378258,7.34,G6:IIICNpva,0.924,For,,
9739,2.088045,29.10405,7.82,K1III,1.102,Tri,,
9741,2.088367,-52.883366,9.6,K0V,0.785,Eri,,
9740,2.088382,45.092805,9.01,A5,0.221,And,9.386,8.956
9742,2.088648,0.322842,8.68,G5V,0.684,Cet,,
9743,2.088936,67.674391,9.15,F0,0.409,Cas,,
9744,2.088968,-23.265302,9.78,G3/G5III:,0.771,Cet,,
9745,2.089533,68.604813,8.01,A2,0.289,Cas,,
9746,2.089591,67.683585,9.35,F0,0.396,Cas,,
9747,2.089778,-59.166504,8.74,A4V,0.212,Hyi,8.81,8.68
9748,2.089806,10.076856,7.01,K5,1.5,Psc,,
9749,2.089897,-28.069731,10.88,K,1.4,For,10.926,10.816
9750,2.089887,-59.16152,11.06,,0.432,Hyi,,
9751,2.089995,-17.437148,9.83,G0V,0.555,Cet,,
9752,2.090022,-40.287683,8.62,K0III,0.992,Phe,,
9753,2.090213,-9.791948,9.56,K3V,1.021,Cet,,
9754,2.090794,50.643215,6.99,F5,0.508,Per,,
9755,2.090905,-8.809866,8.88,G5,0.918,Cet,,
9756,2.091436,61.786946,8.86,A2IV,0.194,Cas,,
9757,2.091492,-48.490585,7.81,M1/M2III,1.642,Eri,,
9758,2.091511,15.929643,9.7,A5,0.394,Ari,,
9759,2.091651,44.184199,8.48,F8,0.706,And,,
9760,2.091652,-30.59229,9.4,G8III,1.108,For,,
9761,2.091676,-54.255134,9.21,K0III,1.074,Eri,,
9762,2.091735,5.696554,12.02,M1V:,1.428,,12.116,11.926
9763,2.092103,76.11506,5.22,G8III,0.954,Cas,,
9764,2.092128,12.168674,10.03,K8,1,Ari,,
9765,2.092172,64.287029,8.3,B0.5III,0.382,Cas,,
9766,2.092682,-15.604219,10.77,F5,0.24,Cet,,
9767,2.092827,-57.144164,9.69,Me,1.359,Eri,11.018,8.918
9768,2.093173,-51.991162,7.47,F5/F6V,0.436,Eri,,
9769,2.093738,-24.379485,8.95,G8/K0V,0.795,For,,
9770,2.094027,36.955057,11.81,,,And,,
9771,2.094105,-66.139235,9.05,G0/G1V,0.589,Hyi,,
9772,2.094387,36.9573,9.78,F0,0.424,And,9.859,9.729
9773,2.094794,-71.606702,7.31,K0III,1.068,Hyi,,
9774,2.094858,-24.376038,8.55,K1V,0.885,For,,
9775,2.095203,-26.049253,10.15,F8,0.484,For,10.2,10.09
9776,2.095354,-41.180725,8.51,F8V,0.53,Phe,,
9777,2.095432,17.649968,8.2,F8,0.43,Ari,,
9778,2.095756,-14.133882,8.64,K3III,1.397,Cet,,
9779,2.096176,39.759786,7.58,F0,0.342,And,7.628,7.538
9781,2.09627,38.006212,8.7,A0...,0.11,And,,
9780,2.096267,25.144881,7.55,K0III,1.015,Ari,,
9782,2.096418,13.342801,7.88,F5,0.401,Ari,,
9783,2.096517,-70.631375,9.22,G1IV,0.627,Hyi,,
9784,2.096745,-62.689049,9.79,G5V,0.649,Hyi,,
9785,2.096797,7.028415,6.79,F0,0.376,Psc,,
9786,2.096834,-30.17665,12.15,K:...,1.719,,12.25,12.04
9787,2.097023,-41.928314,9.77,A5/A8m...,0.302,Phe,,
9788,2.09703,30.783871,9.83,K6,1.17,Tri,,
9789,2.098035,-28.356238,9.38,G3V,0.624,For,,
9790,2.098609,6.67753,7.81,F2,0.409,Psc,,
9791,2.098626,5.305579,8.67,F5,0.437,Psc,,
9792,2.098928,53.505936,8.86,K0,1.071,Per,,
9793,2.09897,-69.718809,9.28,K2III,1.181,Hyi,,
9794,2.09951,-7.164571,9.31,F8,0.529,Cet,,
9795,2.099585,60.278368,8.36,G2II,1.4,Cas,,
9796,2.099633,22.158063,9.1,M0,1.832,Ari,9.174,9.044
9797,2.099671,-21.755732,8.34,K1III,1.008,Cet,,
9798,2.09982,-22.150708,8.2,F5V,0.499,Cet,,
9799,2.100247,63.172301,7.53,K0III,1.166,Cas,,
9800,2.10048,41.532866,6.86,A5,0.314,And,,
9801,2.100655,-23.400212,9.34,F8V,0.546,Cet,,
9802,2.100734,74.583715,7.49,A0,0.224,Cas,,
9803,2.10176,78.783096,9.46,G5,0.891,Cep,,
9804,2.102378,63.369947,10.35,B0.5:pe,0.455,Cas,10.433,10.253
9805,2.102893,46.859894,7.42,F8,0.578,And,,
9806,2.102956,-37.811312,8.76,F7V,0.546,For,,
9807,2.10298,-10.276218,6.74,F0,0.311,Cet,6.762,6.712
9808,2.103169,49.156332,7.93,B1.5II,-0.05,Per,,
9809,2.103406,8.248114,6.27,M4,1.636,Psc,6.309,6.229
9810,2.103607,9.4394,9.73,F5,0.563,Psc,,
9811,2.103938,-9.195449,8.59,G5,1.105,Cet,,
9812,2.10399,-39.538897,7.08,M3III,1.61,Phe,7.142,6.982
9813,2.104063,-4.365038,7.36,F2,0.418,Cet,,
9814,2.104152,25.10881,7.75,A0,0.254,Ari,,
9815,2.104456,20.592277,7.56,F8,0.58,Ari,,
9817,2.104562,57.307128,7.98,B4IV,0.067,Per,,
9816,2.10457,46.957427,8.32,M0,1.563,And,,
9818,2.105065,-45.696565,9.33,G6V,0.676,Phe,,
9819,2.105604,-15.446265,6.96,K2/K3III,1.394,Cet,,
9820,2.106151,16.87376,8.47,F5,0.495,Ari,,
9821,2.106514,-12.332619,9.46,G0,0.593,Cet,,
9822,2.106847,38.899731,7.9,A0,0.067,And,,
9823,2.107263,-9.990828,8.38,K2,1.308,Cet,,
9824,2.107867,18.481718,8.82,A0,0.224,Ari,,
9825,2.107898,-55.082851,7.02,K1III,1.032,Eri,,
9826,2.108126,57.046265,9.02,B2III,0.084,Per,,
9827,2.108141,0.035384,6.29,K0,0.897,Cet,,
9828,2.108225,13.4619,7.16,K0,1.08,Ari,,
9829,2.108401,24.333993,6.89,G2V,0.662,Ari,,
9830,2.108452,-13.904997,8.94,F0V,0.348,Cet,,
9831,2.108486,-23.566564,7.86,K2III,1.255,Cet,,
9832,2.108614,61.044807,8.67,B9V,0.223,Cas,,
9833,2.108811,26.837618,8.69,A0,0.08,Ari,,
9834,2.109072,-54.926463,8.86,K0III,1.07,Eri,,
9835,2.109414,-34.205376,9.6,K0/K1III,1.075,For,,
9836,2.109423,22.648317,5.03,A2m,0.121,Ari,,
9837,2.109584,-14.464025,8.06,G3V,0.612,Cet,,
9838,2.109838,8.703739,9.91,K,0.566,Psc,,
9839,2.109929,17.084245,8.67,F2,0.421,Ari,,
9840,2.109986,27.833963,8.73,K0,1.066,Ari,,
9841,2.110298,-37.118676,7.53,K1III,1.129,For,,
9842,2.110988,10.477538,7.74,F8,0.559,Psc,,
9843,2.111002,3.101677,9.24,K0,0.974,Cet,,
9844,2.111112,-26.826757,9.59,K1III,1.012,For,,
9845,2.111451,-47.802627,9.5,F5IV/V,0.439,Eri,,
9846,2.111448,-46.607906,9.38,G1V,0.578,Phe,,
9848,2.111554,14.583775,8.19,F0,0.355,Ari,,
9847,2.111561,-5.77774,8.06,K2,1.459,Cet,,
9849,2.111678,38.86142,9.9,K0,1.008,And,,
9850,2.11179,-10.100341,9.02,G0,0.574,Cet,,
9851,2.111822,25.830847,7.25,A3,0.18,Ari,,
9852,2.112527,54.306672,8.07,F0,0.353,Per,,
9853,2.112637,-68.861042,10.41,A9V,0.355,Hyi,,
9854,2.112935,3.904104,8.53,M0,1.718,Cet,8.682,8.472
9855,2.113383,-1.933763,8.97,G0,0.47,Cet,,
9856,2.113417,1.442121,7.05,K0,1.535,Cet,,
9857,2.113545,58.137449,9.04,G5,0.597,Per,,
9858,2.113651,29.269405,6.75,A2,0.186,Tri,,
9859,2.113676,25.704553,6.01,B9IV-Vn,-0.03,Ari,,
9860,2.113754,-31.062234,9.09,K0III,0.995,For,,
9861,2.114221,37.638736,8.77,K,1.321,And,,
9862,2.114458,-19.138869,6.39,K1III,1.143,Cet,,
9863,2.115015,-48.036427,9.31,Am,0.267,Eri,,
9864,2.115545,26.32339,7.3,K1III,1.049,Ari,,
9865,2.115573,-1.823684,7.49,G5,1.008,Cet,,
9866,2.115635,-49.980348,9.27,K4/K5III,1.446,Eri,,
9868,2.115758,47.230909,8.24,A0,0.17,And,,
9869,2.115923,-15.705705,7.58,M1III,1.626,Cet,,
9870,2.116369,-65.945754,6.71,G8III,0.883,Hyi,,
9871,2.116586,-34.753783,7.85,M0III,1.61,For,,
9872,2.116637,-50.638079,8.36,F5V,0.453,Eri,,
9873,2.116792,35.362373,9.17,F8,0.495,Tri,,
9874,2.11719,-4.217556,7.72,F0,0.399,Cet,,
9875,2.117373,-8.60636,6.64,G5,0.932,Cet,,
9876,2.11776,49.625184,8.27,K2,1.378,Per,,
9877,2.118275,69.943812,8.95,G0,0.586,Cas,,
9878,2.118977,-12.800071,9.57,F8,0.55,Cet,,
9879,2.119013,-29.542848,9.63,G0V,0.586,For,9.694,9.564
9880,2.119145,4.32461,12.25,K7,1.238,,12.348,12.098
9881,2.119223,74.869777,7.67,A2,0.128,Cas,,
9882,2.119227,7.300954,8.3,F5,0.421,Cet,,
9883,2.119493,-47.798499,9.21,G6IV/V,0.695,Eri,,
9884,2.119555,23.462423,2.01,K2III,1.151,Ari,,
9885,2.119851,-60.983124,7.51,F7/F8V,0.534,Hyi,,
9886,2.120015,58.787749,8.61,M2Ia0-a...,2.157,Per,,
9887,2.120091,-11.682313,8.27,K1III:,1.094,Cet,,
9888,2.120183,-27.818872,8.83,G5V,0.7,For,,
9889,2.120182,-7.225554,8.98,F0,0.246,Cet,,
9890,2.120869,48.100691,8.69,B9,0.116,Per,,
9891,2.121233,48.886074,9.83,K0,1.207,Per,,
9892,2.121674,-53.199036,8.64,G5V,0.701,Eri,,
9893,2.121942,43.641919,8.2,B8,-0.086,And,,
9894,2.122153,48.866891,9.15,F8,0.53,Per,,
9895,2.122168,-32.323665,9.11,K2III,1.314,For,,
9896,2.122205,-17.634445,9.41,F7V,0.495,Cet,,
9897,2.122394,27.237626,7.01,A2,0.103,Ari,,
9898,2.122952,62.50067,9.34,A5V,0.44,Cas,,
9899,2.123245,-73.408254,8.85,K1III,1.071,Hyi,,
9900,2.123785,-28.896608,7.7,K1IIICN...,1.066,For,,
9901,2.123788,-77.921184,9,K2/K3III:,1.393,Hyi,,
9902,2.123909,-59.67943,7.5,F8V,0.544,Hyi,,
9903,2.124668,-35.268473,9.48,G8V,0.835,For,9.546,9.406
9904,2.124813,10.291182,11.28,,1.1,Cet,11.337,11.137
9905,2.12484,52.129089,8.45,A2,0.198,Per,,
9906,2.125496,65.482127,8.8,A-F,0.64,Cas,8.907,8.717
9907,2.12554,-25.155699,10.59,F5,0.52,For,,
9908,2.125616,80.664917,7.56,A2,0.16,Cep,,
9909,2.126074,66.989343,9.08,A2,0.336,Cas,,
9910,2.126145,70.669895,8.99,A0,0.155,Cas,,
9911,2.126187,-0.617418,6.88,G2V,0.624,Cet,,
9912,2.126244,15.589923,8.51,G5+...,0.138,Ari,,
9913,2.126409,-51.436509,9.6,G8V,0.685,Eri,,
9914,2.127067,29.741489,7.84,A3,0.266,Tri,,
9915,2.127086,8.846288,7.84,F5,0.495,Cet,,
9916,2.127296,-74.562061,8.62,K0III,1.007,Hyi,,
9917,2.127448,36.304728,11.05,G0,0.652,Tri,11.103,10.963
9918,2.127672,51.09774,8.33,A0,0.057,Per,,
9919,2.127939,-33.454135,9.21,F5V,0.423,For,,
9920,2.128384,7.958527,11.22,K7V:,1.271,Cet,11.279,11.139
9921,2.128639,-52.154416,9.82,G5/G6IV/V,0.677,Eri,,
9922,2.128667,29.633118,8.33,K0III,1.099,Tri,,
9923,2.128849,-57.194659,7.88,K2IIICN...,1.181,Eri,,
9924,2.129434,18.029443,6.63,A3,0.22,Ari,,
9925,2.129758,-15.34607,8.69,A9V,0.303,Cet,,
9926,2.129785,5.984835,6.99,K5,1.539,Cet,,
9927,2.129792,59.629223,9.62,G5,0.641,Cas,,
9928,2.130134,58.443534,9.36,F8,1.102,Per,9.679,9.059
9929,2.130574,44.361926,7.67,G5,1.008,And,,
9930,2.130707,-58.341992,9.39,G3,0.66,Hyi,,
9931,2.130916,-24.55292,8.96,F5/F6V,0.488,For,,
9932,2.131105,-26.86603,10.38,F0,0.278,For,10.674,9.554
9933,2.131302,-7.862832,9.81,F5,0.49,Cet,,
9934,2.131327,35.553804,7.53,F0,0.309,Tri,,
9935,2.131506,57.105684,8.55,B0pe,0.226,Per,,
9936,2.131581,57.712634,9.41,B1V,0.004,Per,,
9937,2.13247,43.158968,8.36,B9,-0.048,And,,
9938,2.13265,-8.005419,9.92,F5,0.5,Cet,,
9939,2.132877,-16.832902,8.92,F5V,0.495,Cet,,
9940,2.13289,-14.251165,8.33,K2/K3III,1.259,Cet,,
9941,2.13295,-49.115233,8.8,K2/K3VCN...,,Eri,,
9942,2.133051,-18.912935,8.58,F2IV/V,0.417,Cet,,
9943,2.133332,-21.347533,7.99,F5/F6V,0.486,Cet,,
9944,2.133317,-2.292979,9.41,G0,0.497,Cet,,
9945,2.133353,29.570434,7.77,K5III,1.604,Tri,,
9946,2.133624,-4.982517,9.48,K0,0.686,Cet,,
9947,2.133763,-5.405514,9.71,K0,1.107,Cet,,
9948,2.134426,15.804543,7.05,K0,1.64,Ari,,
9949,2.134743,71.841191,7.78,K0,1.022,Cas,,
9950,2.134868,34.662032,9.25,K0,1.373,Tri,,
9951,2.134913,-41.88042,6.5,A4V,0.205,Phe,,
9952,2.135345,11.190481,7.75,K5,1.599,Ari,,
9953,2.135407,-64.994112,8.75,K2IIICN...,1.252,Hyi,,
9954,2.135719,-11.880529,8.26,K0III,1.1,Cet,,
9955,2.135739,-27.571302,7.23,A8/A9IV,0.27,For,,
9956,2.136305,69.881222,8.3,G5,1.39,Cas,,
9957,2.136355,-32.046296,9.37,G5V,0.662,For,,
9958,2.136507,76.792475,9.34,F8,0.544,Cas,,
9959,2.136618,19.361632,9.18,M0,1.665,Ari,,
9960,2.137161,-24.69541,8.34,G3V,0.71,For,,
9961,2.137221,-55.526067,7.6,K1III,1.1,Eri,,
9962,2.137495,62.814466,9.53,B8V,0.174,Cas,9.581,9.471
9963,2.138064,24.819238,7.14,M...,1.717,Ari,7.202,6.982
9964,2.138492,11.007044,9.24,G0,0.763,Ari,,
9965,2.138744,8.850095,7.27,A0,0.033,Cet,,
9966,2.138824,-10.041335,6.98,A3,0.189,Cet,,
9967,2.1389,3.060231,10.01,K7V:,1.075,Cet,,
9968,2.139235,-53.491127,8.52,F3V,0.39,Eri,,
9969,2.139415,-18.640734,10.16,F7/F8V,0.53,Cet,,
9970,2.139706,-46.373057,8.98,G8III,0.94,Phe,,
9972,2.139969,28.305042,10.62,,0.71,Tri,,
9971,2.139972,28.310781,9.96,G5,0.818,Tri,10.076,9.726
9973,2.140403,39.396444,8.49,K0,0.969,And,,
9974,2.14057,43.191009,7.6,F5,0.616,And,,
9975,2.140688,-6.469615,8.32,M...,1.575,Cet,,
9976,2.140913,-0.419299,7.73,K2,1.445,Cet,,
9977,2.141454,37.859077,4.78,A5IV-V,0.12,And,,
9978,2.14159,42.516441,8.91,K0,0.874,And,,
9979,2.141915,33.340093,9.2,G5,0.904,Tri,,
9980,2.141927,58.865287,7.85,B8III,0.168,Per,,
9981,2.142166,-6.677993,6.51,G5,0.879,Cet,,
9982,2.142622,31.390448,10.28,G0,0.58,Tri,10.343,10.223
9983,2.142655,44.459429,6.38,G8III,0.965,And,,
9984,2.143094,52.281926,9.55,B9,0.056,Per,,
9985,2.143428,-26.299218,9.55,G3/G5V,0.622,For,,
9986,2.143737,1.929686,8.69,G5,0.87,Cet,,
9987,2.144059,-43.26734,8.81,K1/K2II,1.216,Phe,,
9988,2.144371,-25.741084,8.9,A0m...,0.294,For,,
9989,2.144468,-0.359898,10.94,,1.248,Cet,11.013,10.883
9990,2.144606,58.423601,5.66,A1Ia,0.595,Per,5.688,5.628
9991,2.144681,42.163037,7.71,F0,0.403,And,,
9992,2.144808,52.892751,9.29,A0,0.069,Per,,
9993,2.144931,-44.491929,8.46,K3III,1.403,Phe,,
9994,2.144931,0.929208,8.17,A2,0.245,Cet,,
9995,2.145285,43.02688,8.73,A2,0.278,And,,
9996,2.145798,-17.391334,7.89,M2III,1.642,Cet,7.96,7.85
9997,2.145954,65.037425,7.62,B6Ia,0.333,Cas,7.661,7.581
9998,2.145992,-17.553608,9.67,G0,0.593,Cet,,
9999,2.146017,-17.779155,6.07,M1III,1.661,Cet,,
10000,2.146276,60.95492,8.81,A5V,0.54,Cas,,
10001,2.146494,-61.43667,9.05,K0III,1.083,Hyi,,
10002,2.146788,-24.028684,8.98,F3V,0.48,For,,
10003,2.146876,-3.205705,8.45,K5,1.404,Cet,,
10004,2.146994,-35.822995,7.84,K1IIICN...,1.14,For,,
10005,2.147398,30.767136,9.38,G0,0.507,Tri,,
10006,2.148039,39.348686,7.64,A2,0.075,And,,
10007,2.14835,-17.847879,9,G1V,0.566,Cet,,
10008,2.148418,-35.792147,8.28,F5V,0.546,For,,
10009,2.148653,7.284486,8.86,K0,1.111,Cet,,
10010,2.148694,-16.009566,8.02,F2V,0.425,Cet,,
10011,2.148807,70.526747,9.14,A,0.228,Cas,,
10012,2.149035,-27.419616,9.33,G8V,0.746,For,,
10014,2.149079,7.007616,8.91,F5,0.436,Cet,,
10013,2.149082,17.579377,8.53,M0,1.706,Ari,8.635,8.435
10015,2.149129,-31.745445,7.02,K2III,1.392,For,,
10016,2.149531,-23.806906,9.13,F2V,0.473,For,,
10017,2.149748,-76.621008,9,,1.616,Hyi,,
10018,2.150027,-46.370019,8.82,F5V,0.425,Phe,,
10019,2.150412,22.399218,9.93,A7,0.342,Ari,,
10020,2.15049,-24.364667,8.6,K0III,1.101,For,,
10021,2.150568,57.03598,8.48,B7IV,0.012,Per,,
10022,2.150585,35.674739,8.28,F5,0.594,Tri,,
10023,2.150645,39.592299,8.78,F0...,0.362,And,8.803,8.753
10024,2.150688,57.932201,9,O6.5V,0.159,Per,,
10025,2.150819,43.453333,8.34,K2,1.364,And,,
10026,2.150905,-16.648487,8.67,F3V,0.441,Cet,,
10027,2.15095,40.794214,8.97,F2V,0.451,And,9.366,8.856
10028,2.15102,41.965489,7.16,B9,-0.037,And,,
10029,2.151322,-22.990044,7.27,K3III,1.451,Cet,,
10030,2.151366,40.796926,10.86,,0.676,And,,
10031,2.152187,71.552006,6.57,F8,0.551,Cas,,
10032,2.152457,51.073342,8.47,B9,,Per,,
10033,2.152537,-2.331962,7.13,F8,0.496,Cet,,
10035,2.152584,-43.516596,5.84,K1III,1.197,Phe,,
10034,2.15262,64.48661,9.56,B5,0.311,Cas,9.62,9.5
10036,2.152846,-22.002799,10,F5,0.49,Cet,,
10037,2.153025,-16.339592,10.89,K7,1.386,Cet,10.97,10.82
10038,2.15315,45.840765,7.59,F5,0.478,And,,
10039,2.153456,-31.809141,7.77,M1III,1.678,For,7.829,7.719
10040,2.153663,-27.569026,9.51,G6IV/V,0.847,For,9.559,9.449
10041,2.154507,-28.417029,11.25,Gp,1.27,For,11.308,11.178
10042,2.154555,24.302054,8.9,K0,1.105,Ari,,
10043,2.154732,-19.570242,7.08,K2III,1.172,Cet,,
10044,2.154928,54.31994,8.8,A0,0.017,Per,,
